Programme course id,Programme code,Study Year,Academic Year,Course,Course Type
100712023-20241154,10071,1.0,2023-2024,1154,compulsory-elective
100712023-20241125,10071,1.0,2023-2024,1125,compulsory-elective
100712023-20241104,10071,1.0,2023-2024,1104,compulsory-elective
100712023-20241299,10071,1.0,2023-2024,1299,elective
100712023-20241297,10071,1.0,2023-2024,1297,elective
100712023-20241294,10071,1.0,2023-2024,1294,elective
100712023-20241127,10071,1.0,2023-2024,1127,elective
100712023-20241120,10071,1.0,2023-2024,1120,elective
100712013-20141134,10071,2.0,2013-2014,1134,compulsory
100712013-20141114,10071,2.0,2013-2014,1114,compulsory
100712013-20141279,10071,2.0,2013-2014,1279,compulsory-elective
100712013-20141190,10071,2.0,2013-2014,1190,compulsory-elective
100712013-20141116,10071,2.0,2013-2014,1116,compulsory-elective
100712013-20141269,10071,2.0,2013-2014,1269,elective
100712013-20141206,10071,2.0,2013-2014,1206,elective
100712013-20141154,10071,2.0,2013-2014,1154,elective
100712013-20141041,10071,2.0,2013-2014,1041,elective
100712014-20151201,10071,2.0,2014-2015,1201,compulsory
100712014-20151023,10071,2.0,2014-2015,1023,compulsory
100712014-20151280,10071,2.0,2014-2015,1280,compulsory-elective
100712014-20151230,10071,2.0,2014-2015,1230,compulsory-elective
100712014-20151208,10071,2.0,2014-2015,1208,compulsory-elective
100712014-20151153,10071,2.0,2014-2015,1153,compulsory-elective
100712014-20151274,10071,2.0,2014-2015,1274,elective
100712014-20151238,10071,2.0,2014-2015,1238,elective
100712014-20151193,10071,2.0,2014-2015,1193,elective
100712014-20151165,10071,2.0,2014-2015,1165,elective
100712014-20151065,10071,2.0,2014-2015,1065,elective
100712015-20161112,10071,2.0,2015-2016,1112,compulsory
100712015-20161238,10071,2.0,2015-2016,1238,compulsory-elective
100712015-20161188,10071,2.0,2015-2016,1188,compulsory-elective
100712015-20161135,10071,2.0,2015-2016,1135,compulsory-elective
100712015-20161058,10071,2.0,2015-2016,1058,compulsory-elective
100712015-20161198,10071,2.0,2015-2016,1198,elective
100712015-20161158,10071,2.0,2015-2016,1158,elective
100712015-20161100,10071,2.0,2015-2016,1100,elective
100712015-20161081,10071,2.0,2015-2016,1081,elective
100712015-20161078,10071,2.0,2015-2016,1078,elective
100712016-20171267,10071,2.0,2016-2017,1267,compulsory
100712016-20171064,10071,2.0,2016-2017,1064,compulsory
100712016-20171291,10071,2.0,2016-2017,1291,compulsory-elective
100712016-20171277,10071,2.0,2016-2017,1277,compulsory-elective
100712016-20171212,10071,2.0,2016-2017,1212,compulsory-elective
100712016-20171123,10071,2.0,2016-2017,1123,compulsory-elective
100712016-20171220,10071,2.0,2016-2017,1220,compulsory-elective
100712016-20171165,10071,2.0,2016-2017,1165,compulsory-elective
100712016-20171077,10071,2.0,2016-2017,1077,compulsory-elective
100712016-20171056,10071,2.0,2016-2017,1056,compulsory-elective
100712017-20181282,10071,2.0,2017-2018,1282,compulsory
100712017-20181089,10071,2.0,2017-2018,1089,compulsory
100712017-20181297,10071,2.0,2017-2018,1297,compulsory-elective
100712017-20181248,10071,2.0,2017-2018,1248,compulsory-elective
100712017-20181227,10071,2.0,2017-2018,1227,compulsory-elective
100712017-20181037,10071,2.0,2017-2018,1037,compulsory-elective
100712017-20181296,10071,2.0,2017-2018,1296,compulsory-elective
100712017-20181266,10071,2.0,2017-2018,1266,compulsory-elective
100712017-20181201,10071,2.0,2017-2018,1201,compulsory-elective
100712017-20181011,10071,2.0,2017-2018,1011,compulsory-elective
100712018-20191178,10071,2.0,2018-2019,1178,compulsory
100712018-20191033,10071,2.0,2018-2019,1033,compulsory
100712018-20191258,10071,2.0,2018-2019,1258,compulsory-elective
100712018-20191096,10071,2.0,2018-2019,1096,compulsory-elective
100712018-20191065,10071,2.0,2018-2019,1065,compulsory-elective
100712018-20191263,10071,2.0,2018-2019,1263,elective
100712018-20191211,10071,2.0,2018-2019,1211,elective
100712018-20191184,10071,2.0,2018-2019,1184,elective
100712018-20191173,10071,2.0,2018-2019,1173,elective
100712018-20191027,10071,2.0,2018-2019,1027,elective
100712018-20191012,10071,2.0,2018-2019,1012,elective
100712019-20201080,10071,2.0,2019-2020,1080,compulsory
100712019-20201032,10071,2.0,2019-2020,1032,compulsory
100712019-20201282,10071,2.0,2019-2020,1282,compulsory-elective
100712019-20201124,10071,2.0,2019-2020,1124,compulsory-elective
100712019-20201083,10071,2.0,2019-2020,1083,compulsory-elective
100712019-20201026,10071,2.0,2019-2020,1026,compulsory-elective
100712019-20201297,10071,2.0,2019-2020,1297,compulsory-elective
100712019-20201152,10071,2.0,2019-2020,1152,compulsory-elective
100712019-20201028,10071,2.0,2019-2020,1028,compulsory-elective
100712019-20201006,10071,2.0,2019-2020,1006,compulsory-elective
100712020-20211046,10071,2.0,2020-2021,1046,compulsory
100712020-20211271,10071,2.0,2020-2021,1271,compulsory-elective
100712020-20211201,10071,2.0,2020-2021,1201,compulsory-elective
100712020-20211258,10071,2.0,2020-2021,1258,elective
100712020-20211259,10071,2.0,2020-2021,1259,elective
100712020-20211241,10071,2.0,2020-2021,1241,elective
100712020-20211038,10071,2.0,2020-2021,1038,elective
100712020-20211022,10071,2.0,2020-2021,1022,elective
100712021-20221043,10071,2.0,2021-2022,1043,compulsory
100712021-20221264,10071,2.0,2021-2022,1264,compulsory-elective
100712021-20221041,10071,2.0,2021-2022,1041,compulsory-elective
100712021-20221037,10071,2.0,2021-2022,1037,compulsory-elective
100712021-20221270,10071,2.0,2021-2022,1270,elective
100712021-20221254,10071,2.0,2021-2022,1254,elective
100712021-20221232,10071,2.0,2021-2022,1232,elective
100712021-20221032,10071,2.0,2021-2022,1032,elective
100712022-20231177,10071,2.0,2022-2023,1177,compulsory
100712022-20231262,10071,2.0,2022-2023,1262,compulsory-elective
100712022-20231242,10071,2.0,2022-2023,1242,compulsory-elective
100712022-20231104,10071,2.0,2022-2023,1104,compulsory-elective
100712022-20231263,10071,2.0,2022-2023,1263,elective
100712022-20231226,10071,2.0,2022-2023,1226,elective
100712022-20231158,10071,2.0,2022-2023,1158,elective
100712022-20231037,10071,2.0,2022-2023,1037,elective
100712022-20231011,10071,2.0,2022-2023,1011,elective
100712023-20241155,10071,2.0,2023-2024,1155,compulsory
100712023-20241034,10071,2.0,2023-2024,1034,compulsory
100712023-20241273,10071,2.0,2023-2024,1273,compulsory-elective
100712023-20241220,10071,2.0,2023-2024,1220,compulsory-elective
100712023-20241099,10071,2.0,2023-2024,1099,compulsory-elective
100712023-20241080,10071,2.0,2023-2024,1080,compulsory-elective
100712023-20241283,10071,2.0,2023-2024,1283,compulsory-elective
100712023-20241189,10071,2.0,2023-2024,1189,compulsory-elective
100712023-20241092,10071,2.0,2023-2024,1092,compulsory-elective
100712023-20241005,10071,2.0,2023-2024,1005,compulsory-elective
100712013-20141218,10071,3.0,2013-2014,1218,compulsory
100712013-20141287,10071,3.0,2013-2014,1287,compulsory-elective
100712013-20141212,10071,3.0,2013-2014,1212,compulsory-elective
100712013-20141077,10071,3.0,2013-2014,1077,compulsory-elective
100712013-20141070,10071,3.0,2013-2014,1070,compulsory-elective
100712013-20141224,10071,3.0,2013-2014,1224,elective
100712013-20141153,10071,3.0,2013-2014,1153,elective
100712013-20141119,10071,3.0,2013-2014,1119,elective
100712013-20141111,10071,3.0,2013-2014,1111,elective
100712013-20141086,10071,3.0,2013-2014,1086,elective
100712013-20141080,10071,3.0,2013-2014,1080,elective
100712014-20151290,10071,3.0,2014-2015,1290,compulsory
100712014-20151189,10071,3.0,2014-2015,1189,compulsory-elective
100712014-20151096,10071,3.0,2014-2015,1096,compulsory-elective
100712014-20151297,10071,3.0,2014-2015,1297,elective
100712014-20151174,10071,3.0,2014-2015,1174,elective
100712014-20151168,10071,3.0,2014-2015,1168,elective
100712014-20151113,10071,3.0,2014-2015,1113,elective
100712014-20151053,10071,3.0,2014-2015,1053,elective
100712015-20161136,10071,3.0,2015-2016,1136,compulsory
100712015-20161226,10071,3.0,2015-2016,1226,compulsory-elective
100712015-20161218,10071,3.0,2015-2016,1218,compulsory-elective
100712015-20161165,10071,3.0,2015-2016,1165,compulsory-elective
100712015-20161083,10071,3.0,2015-2016,1083,compulsory-elective
100712015-20161291,10071,3.0,2015-2016,1291,elective
100712015-20161245,10071,3.0,2015-2016,1245,elective
100712015-20161158,10071,3.0,2015-2016,1158,elective
100712015-20161134,10071,3.0,2015-2016,1134,elective
100712015-20161121,10071,3.0,2015-2016,1121,elective
100712015-20161112,10071,3.0,2015-2016,1112,elective
100712016-20171118,10071,3.0,2016-2017,1118,compulsory
100712016-20171128,10071,3.0,2016-2017,1128,compulsory-elective
100712016-20171054,10071,3.0,2016-2017,1054,compulsory-elective
100712016-20171243,10071,3.0,2016-2017,1243,elective
100712016-20171215,10071,3.0,2016-2017,1215,elective
100712016-20171061,10071,3.0,2016-2017,1061,elective
100712016-20171040,10071,3.0,2016-2017,1040,elective
100712017-20181258,10071,3.0,2017-2018,1258,compulsory
100712017-20181172,10071,3.0,2017-2018,1172,compulsory
100712017-20181283,10071,3.0,2017-2018,1283,compulsory
100712017-20181278,10071,3.0,2017-2018,1278,compulsory
100712017-20181156,10071,3.0,2017-2018,1156,elective
100712017-20181107,10071,3.0,2017-2018,1107,elective
100712017-20181082,10071,3.0,2017-2018,1082,elective
100712017-20181057,10071,3.0,2017-2018,1057,elective
100712017-20181036,10071,3.0,2017-2018,1036,elective
100712018-20191144,10071,3.0,2018-2019,1144,compulsory
100712018-20191249,10071,3.0,2018-2019,1249,compulsory-elective
100712018-20191246,10071,3.0,2018-2019,1246,compulsory-elective
100712018-20191094,10071,3.0,2018-2019,1094,compulsory-elective
100712018-20191028,10071,3.0,2018-2019,1028,compulsory-elective
100712018-20191268,10071,3.0,2018-2019,1268,elective
100712018-20191179,10071,3.0,2018-2019,1179,elective
100712018-20191170,10071,3.0,2018-2019,1170,elective
100712018-20191158,10071,3.0,2018-2019,1158,elective
100712018-20191062,10071,3.0,2018-2019,1062,elective
100712019-20201194,10071,3.0,2019-2020,1194,compulsory
100712019-20201250,10071,3.0,2019-2020,1250,compulsory-elective
100712019-20201241,10071,3.0,2019-2020,1241,compulsory-elective
100712019-20201222,10071,3.0,2019-2020,1222,compulsory-elective
100712019-20201159,10071,3.0,2019-2020,1159,compulsory-elective
100712019-20201259,10071,3.0,2019-2020,1259,elective
100712019-20201244,10071,3.0,2019-2020,1244,elective
100712019-20201238,10071,3.0,2019-2020,1238,elective
100712019-20201203,10071,3.0,2019-2020,1203,elective
100712019-20201054,10071,3.0,2019-2020,1054,elective
100712019-20201016,10071,3.0,2019-2020,1016,elective
100712020-20211206,10071,3.0,2020-2021,1206,compulsory
100712020-20211004,10071,3.0,2020-2021,1004,compulsory
100712020-20211268,10071,3.0,2020-2021,1268,compulsory-elective
100712020-20211193,10071,3.0,2020-2021,1193,compulsory-elective
100712020-20211141,10071,3.0,2020-2021,1141,compulsory-elective
100712020-20211028,10071,3.0,2020-2021,1028,compulsory-elective
100712020-20211235,10071,3.0,2020-2021,1235,elective
100712020-20211185,10071,3.0,2020-2021,1185,elective
100712020-20211173,10071,3.0,2020-2021,1173,elective
100712020-20211103,10071,3.0,2020-2021,1103,elective
100712020-20211010,10071,3.0,2020-2021,1010,elective
100712021-20221159,10071,3.0,2021-2022,1159,compulsory
100712021-20221294,10071,3.0,2021-2022,1294,compulsory-elective
100712021-20221281,10071,3.0,2021-2022,1281,compulsory-elective
100712021-20221137,10071,3.0,2021-2022,1137,compulsory-elective
100712021-20221098,10071,3.0,2021-2022,1098,compulsory-elective
100712021-20221285,10071,3.0,2021-2022,1285,elective
100712021-20221223,10071,3.0,2021-2022,1223,elective
100712021-20221207,10071,3.0,2021-2022,1207,elective
100712021-20221160,10071,3.0,2021-2022,1160,elective
100712021-20221104,10071,3.0,2021-2022,1104,elective
100712021-20221044,10071,3.0,2021-2022,1044,elective
100712022-20231043,10071,3.0,2022-2023,1043,compulsory
100712022-20231217,10071,3.0,2022-2023,1217,compulsory-elective
100712022-20231088,10071,3.0,2022-2023,1088,compulsory-elective
100712022-20231250,10071,3.0,2022-2023,1250,elective
100712022-20231222,10071,3.0,2022-2023,1222,elective
100712022-20231127,10071,3.0,2022-2023,1127,elective
100712022-20231099,10071,3.0,2022-2023,1099,elective
100712022-20231092,10071,3.0,2022-2023,1092,elective
100712023-20241035,10071,3.0,2023-2024,1035,compulsory
100712023-20241297,10071,3.0,2023-2024,1297,compulsory-elective
100712023-20241222,10071,3.0,2023-2024,1222,compulsory-elective
100712023-20241146,10071,3.0,2023-2024,1146,compulsory-elective
100712023-20241239,10071,3.0,2023-2024,1239,elective
100712023-20241092,10071,3.0,2023-2024,1092,elective
100712023-20241088,10071,3.0,2023-2024,1088,elective
100712023-20241050,10071,3.0,2023-2024,1050,elective
100712023-20241030,10071,3.0,2023-2024,1030,elective
100712023-20241014,10071,3.0,2023-2024,1014,elective
100722013-20141182,10072,1.0,2013-2014,1182,compulsory
100722013-20141004,10072,1.0,2013-2014,1004,compulsory
100722013-20141262,10072,1.0,2013-2014,1262,compulsory-elective
100722013-20141159,10072,1.0,2013-2014,1159,compulsory-elective
100722013-20141104,10072,1.0,2013-2014,1104,compulsory-elective
100722013-20141228,10072,1.0,2013-2014,1228,elective
100722013-20141215,10072,1.0,2013-2014,1215,elective
100722013-20141191,10072,1.0,2013-2014,1191,elective
100722013-20141095,10072,1.0,2013-2014,1095,elective
100722013-20141030,10072,1.0,2013-2014,1030,elective
100722014-20151272,10072,1.0,2014-2015,1272,compulsory
100722014-20151088,10072,1.0,2014-2015,1088,compulsory
100722014-20151227,10072,1.0,2014-2015,1227,compulsory
100722014-20151146,10072,1.0,2014-2015,1146,compulsory
100722014-20151242,10072,1.0,2014-2015,1242,elective
100722014-20151197,10072,1.0,2014-2015,1197,elective
100722014-20151180,10072,1.0,2014-2015,1180,elective
100722014-20151148,10072,1.0,2014-2015,1148,elective
100722014-20151143,10072,1.0,2014-2015,1143,elective
100722014-20151119,10072,1.0,2014-2015,1119,elective
100722015-20161140,10072,1.0,2015-2016,1140,compulsory
100722015-20161136,10072,1.0,2015-2016,1136,compulsory
100722015-20161262,10072,1.0,2015-2016,1262,compulsory-elective
100722015-20161252,10072,1.0,2015-2016,1252,compulsory-elective
100722015-20161160,10072,1.0,2015-2016,1160,compulsory-elective
100722015-20161072,10072,1.0,2015-2016,1072,compulsory-elective
100722015-20161268,10072,1.0,2015-2016,1268,elective
100722015-20161192,10072,1.0,2015-2016,1192,elective
100722015-20161133,10072,1.0,2015-2016,1133,elective
100722015-20161104,10072,1.0,2015-2016,1104,elective
100722015-20161083,10072,1.0,2015-2016,1083,elective
100722015-20161032,10072,1.0,2015-2016,1032,elective
100722016-20171107,10072,1.0,2016-2017,1107,compulsory
100722016-20171030,10072,1.0,2016-2017,1030,compulsory
100722016-20171114,10072,1.0,2016-2017,1114,compulsory
100722016-20171090,10072,1.0,2016-2017,1090,compulsory
100722016-20171239,10072,1.0,2016-2017,1239,elective
100722016-20171218,10072,1.0,2016-2017,1218,elective
100722016-20171210,10072,1.0,2016-2017,1210,elective
100722016-20171132,10072,1.0,2016-2017,1132,elective
100722017-20181141,10072,1.0,2017-2018,1141,compulsory
100722017-20181123,10072,1.0,2017-2018,1123,compulsory-elective
100722017-20181092,10072,1.0,2017-2018,1092,compulsory-elective
100722017-20181074,10072,1.0,2017-2018,1074,compulsory-elective
100722017-20181025,10072,1.0,2017-2018,1025,compulsory-elective
100722017-20181296,10072,1.0,2017-2018,1296,elective
100722017-20181159,10072,1.0,2017-2018,1159,elective
100722017-20181151,10072,1.0,2017-2018,1151,elective
100722017-20181122,10072,1.0,2017-2018,1122,elective
100722017-20181071,10072,1.0,2017-2018,1071,elective
100722017-20181031,10072,1.0,2017-2018,1031,elective
100722018-20191083,10072,1.0,2018-2019,1083,compulsory
100722018-20191281,10072,1.0,2018-2019,1281,compulsory-elective
100722018-20191061,10072,1.0,2018-2019,1061,compulsory-elective
100722018-20191220,10072,1.0,2018-2019,1220,elective
100722018-20191201,10072,1.0,2018-2019,1201,elective
100722018-20191199,10072,1.0,2018-2019,1199,elective
100722018-20191124,10072,1.0,2018-2019,1124,elective
100722018-20191076,10072,1.0,2018-2019,1076,elective
100722018-20191056,10072,1.0,2018-2019,1056,elective
100722019-20201271,10072,1.0,2019-2020,1271,compulsory
100722019-20201136,10072,1.0,2019-2020,1136,compulsory
100722019-20201253,10072,1.0,2019-2020,1253,compulsory
100722019-20201237,10072,1.0,2019-2020,1237,compulsory
100722019-20201221,10072,1.0,2019-2020,1221,elective
100722019-20201203,10072,1.0,2019-2020,1203,elective
100722019-20201086,10072,1.0,2019-2020,1086,elective
100722019-20201007,10072,1.0,2019-2020,1007,elective
100722020-20211150,10072,1.0,2020-2021,1150,compulsory
100722020-20211258,10072,1.0,2020-2021,1258,compulsory-elective
100722020-20211137,10072,1.0,2020-2021,1137,compulsory-elective
100722020-20211228,10072,1.0,2020-2021,1228,elective
100722020-20211226,10072,1.0,2020-2021,1226,elective
100722020-20211185,10072,1.0,2020-2021,1185,elective
100722020-20211178,10072,1.0,2020-2021,1178,elective
100722021-20221232,10072,1.0,2021-2022,1232,compulsory
100722021-20221068,10072,1.0,2021-2022,1068,compulsory
100722021-20221282,10072,1.0,2021-2022,1282,compulsory-elective
100722021-20221160,10072,1.0,2021-2022,1160,compulsory-elective
100722021-20221032,10072,1.0,2021-2022,1032,compulsory-elective
100722021-20221022,10072,1.0,2021-2022,1022,compulsory-elective
100722021-20221286,10072,1.0,2021-2022,1286,elective
100722021-20221278,10072,1.0,2021-2022,1278,elective
100722021-20221239,10072,1.0,2021-2022,1239,elective
100722021-20221212,10072,1.0,2021-2022,1212,elective
100722021-20221199,10072,1.0,2021-2022,1199,elective
100722022-20231296,10072,1.0,2022-2023,1296,compulsory
100722022-20231053,10072,1.0,2022-2023,1053,compulsory
100722022-20231245,10072,1.0,2022-2023,1245,compulsory-elective
100722022-20231238,10072,1.0,2022-2023,1238,compulsory-elective
100722022-20231170,10072,1.0,2022-2023,1170,compulsory-elective
100722022-20231288,10072,1.0,2022-2023,1288,elective
100722022-20231246,10072,1.0,2022-2023,1246,elective
100722022-20231186,10072,1.0,2022-2023,1186,elective
100722022-20231102,10072,1.0,2022-2023,1102,elective
100722022-20231093,10072,1.0,2022-2023,1093,elective
100722022-20231058,10072,1.0,2022-2023,1058,elective
100722023-20241034,10072,1.0,2023-2024,1034,compulsory
100722023-20241295,10072,1.0,2023-2024,1295,compulsory-elective
100722023-20241279,10072,1.0,2023-2024,1279,compulsory-elective
100722023-20241190,10072,1.0,2023-2024,1190,compulsory-elective
100722023-20241026,10072,1.0,2023-2024,1026,compulsory-elective
100722023-20241247,10072,1.0,2023-2024,1247,elective
100722023-20241194,10072,1.0,2023-2024,1194,elective
100722023-20241131,10072,1.0,2023-2024,1131,elective
100722023-20241121,10072,1.0,2023-2024,1121,elective
100722023-20241051,10072,1.0,2023-2024,1051,elective
100722023-20241003,10072,1.0,2023-2024,1003,elective
100722013-20141266,10072,2.0,2013-2014,1266,compulsory
100722013-20141017,10072,2.0,2013-2014,1017,compulsory
100722013-20141222,10072,2.0,2013-2014,1222,compulsory-elective
100722013-20141117,10072,2.0,2013-2014,1117,compulsory-elective
100722013-20141072,10072,2.0,2013-2014,1072,compulsory-elective
100722013-20141204,10072,2.0,2013-2014,1204,elective
100722013-20141137,10072,2.0,2013-2014,1137,elective
100722013-20141121,10072,2.0,2013-2014,1121,elective
100722013-20141122,10072,2.0,2013-2014,1122,elective
100722013-20141113,10072,2.0,2013-2014,1113,elective
100722013-20141073,10072,2.0,2013-2014,1073,elective
100722014-20151032,10072,2.0,2014-2015,1032,compulsory
100722014-20151201,10072,2.0,2014-2015,1201,compulsory-elective
100722014-20151149,10072,2.0,2014-2015,1149,compulsory-elective
100722014-20151097,10072,2.0,2014-2015,1097,compulsory-elective
100722014-20151258,10072,2.0,2014-2015,1258,elective
100722014-20151214,10072,2.0,2014-2015,1214,elective
100722014-20151145,10072,2.0,2014-2015,1145,elective
100722014-20151096,10072,2.0,2014-2015,1096,elective
100722015-20161153,10072,2.0,2015-2016,1153,compulsory
100722015-20161290,10072,2.0,2015-2016,1290,compulsory-elective
100722015-20161270,10072,2.0,2015-2016,1270,compulsory-elective
100722015-20161152,10072,2.0,2015-2016,1152,compulsory-elective
100722015-20161095,10072,2.0,2015-2016,1095,compulsory-elective
100722015-20161177,10072,2.0,2015-2016,1177,compulsory-elective
100722015-20161114,10072,2.0,2015-2016,1114,compulsory-elective
100722015-20161059,10072,2.0,2015-2016,1059,compulsory-elective
100722015-20161025,10072,2.0,2015-2016,1025,compulsory-elective
100722016-20171290,10072,2.0,2016-2017,1290,compulsory
100722016-20171123,10072,2.0,2016-2017,1123,compulsory-elective
100722016-20171049,10072,2.0,2016-2017,1049,compulsory-elective
100722016-20171030,10072,2.0,2016-2017,1030,compulsory-elective
100722016-20171214,10072,2.0,2016-2017,1214,elective
100722016-20171192,10072,2.0,2016-2017,1192,elective
100722016-20171068,10072,2.0,2016-2017,1068,elective
100722016-20171038,10072,2.0,2016-2017,1038,elective
100722016-20171023,10072,2.0,2016-2017,1023,elective
100722017-20181211,10072,2.0,2017-2018,1211,compulsory
100722017-20181151,10072,2.0,2017-2018,1151,compulsory
100722017-20181271,10072,2.0,2017-2018,1271,compulsory-elective
100722017-20181210,10072,2.0,2017-2018,1210,compulsory-elective
100722017-20181067,10072,2.0,2017-2018,1067,compulsory-elective
100722017-20181048,10072,2.0,2017-2018,1048,compulsory-elective
100722017-20181161,10072,2.0,2017-2018,1161,elective
100722017-20181134,10072,2.0,2017-2018,1134,elective
100722017-20181129,10072,2.0,2017-2018,1129,elective
100722017-20181112,10072,2.0,2017-2018,1112,elective
100722017-20181004,10072,2.0,2017-2018,1004,elective
100722018-20191151,10072,2.0,2018-2019,1151,compulsory
100722018-20191089,10072,2.0,2018-2019,1089,compulsory
100722018-20191271,10072,2.0,2018-2019,1271,compulsory-elective
100722018-20191242,10072,2.0,2018-2019,1242,compulsory-elective
100722018-20191206,10072,2.0,2018-2019,1206,compulsory-elective
100722018-20191160,10072,2.0,2018-2019,1160,compulsory-elective
100722018-20191245,10072,2.0,2018-2019,1245,elective
100722018-20191207,10072,2.0,2018-2019,1207,elective
100722018-20191197,10072,2.0,2018-2019,1197,elective
100722018-20191187,10072,2.0,2018-2019,1187,elective
100722018-20191143,10072,2.0,2018-2019,1143,elective
100722018-20191124,10072,2.0,2018-2019,1124,elective
100722019-20201250,10072,2.0,2019-2020,1250,compulsory
100722019-20201024,10072,2.0,2019-2020,1024,compulsory
100722019-20201284,10072,2.0,2019-2020,1284,compulsory-elective
100722019-20201179,10072,2.0,2019-2020,1179,compulsory-elective
100722019-20201004,10072,2.0,2019-2020,1004,compulsory-elective
100722019-20201237,10072,2.0,2019-2020,1237,elective
100722019-20201164,10072,2.0,2019-2020,1164,elective
100722019-20201153,10072,2.0,2019-2020,1153,elective
100722019-20201130,10072,2.0,2019-2020,1130,elective
100722019-20201056,10072,2.0,2019-2020,1056,elective
100722019-20201037,10072,2.0,2019-2020,1037,elective
100722020-20211220,10072,2.0,2020-2021,1220,compulsory
100722020-20211175,10072,2.0,2020-2021,1175,compulsory
100722020-20211278,10072,2.0,2020-2021,1278,compulsory-elective
100722020-20211126,10072,2.0,2020-2021,1126,compulsory-elective
100722020-20211121,10072,2.0,2020-2021,1121,compulsory-elective
100722020-20211284,10072,2.0,2020-2021,1284,elective
100722020-20211252,10072,2.0,2020-2021,1252,elective
100722020-20211123,10072,2.0,2020-2021,1123,elective
100722020-20211109,10072,2.0,2020-2021,1109,elective
100722020-20211063,10072,2.0,2020-2021,1063,elective
100722020-20211046,10072,2.0,2020-2021,1046,elective
100722021-20221163,10072,2.0,2021-2022,1163,compulsory
100722021-20221275,10072,2.0,2021-2022,1275,compulsory-elective
100722021-20221156,10072,2.0,2021-2022,1156,compulsory-elective
100722021-20221069,10072,2.0,2021-2022,1069,compulsory-elective
100722021-20221205,10072,2.0,2021-2022,1205,elective
100722021-20221142,10072,2.0,2021-2022,1142,elective
100722021-20221101,10072,2.0,2021-2022,1101,elective
100722021-20221070,10072,2.0,2021-2022,1070,elective
100722022-20231058,10072,2.0,2022-2023,1058,compulsory
100722022-20231206,10072,2.0,2022-2023,1206,compulsory-elective
100722022-20231176,10072,2.0,2022-2023,1176,compulsory-elective
100722022-20231083,10072,2.0,2022-2023,1083,compulsory-elective
100722022-20231267,10072,2.0,2022-2023,1267,elective
100722022-20231181,10072,2.0,2022-2023,1181,elective
100722022-20231144,10072,2.0,2022-2023,1144,elective
100722022-20231063,10072,2.0,2022-2023,1063,elective
100722022-20231019,10072,2.0,2022-2023,1019,elective
100722022-20231010,10072,2.0,2022-2023,1010,elective
100722023-20241261,10072,2.0,2023-2024,1261,compulsory
100722023-20241196,10072,2.0,2023-2024,1196,compulsory-elective
100722023-20241183,10072,2.0,2023-2024,1183,compulsory-elective
100722023-20241119,10072,2.0,2023-2024,1119,compulsory-elective
100722023-20241286,10072,2.0,2023-2024,1286,elective
100722023-20241185,10072,2.0,2023-2024,1185,elective
100722023-20241093,10072,2.0,2023-2024,1093,elective
100722023-20241088,10072,2.0,2023-2024,1088,elective
100722013-20141240,10072,3.0,2013-2014,1240,compulsory
100722013-20141138,10072,3.0,2013-2014,1138,compulsory-elective
100722013-20141118,10072,3.0,2013-2014,1118,compulsory-elective
100722013-20141260,10072,3.0,2013-2014,1260,elective
100722013-20141243,10072,3.0,2013-2014,1243,elective
100722013-20141114,10072,3.0,2013-2014,1114,elective
100722013-20141045,10072,3.0,2013-2014,1045,elective
100722014-20151042,10072,3.0,2014-2015,1042,compulsory
100722014-20151204,10072,3.0,2014-2015,1204,compulsory-elective
100722014-20151145,10072,3.0,2014-2015,1145,compulsory-elective
100722014-20151081,10072,3.0,2014-2015,1081,compulsory-elective
100722014-20151017,10072,3.0,2014-2015,1017,compulsory-elective
100722014-20151295,10072,3.0,2014-2015,1295,elective
100722014-20151267,10072,3.0,2014-2015,1267,elective
100722014-20151219,10072,3.0,2014-2015,1219,elective
100722014-20151091,10072,3.0,2014-2015,1091,elective
100722014-20151043,10072,3.0,2014-2015,1043,elective
100722014-20151041,10072,3.0,2014-2015,1041,elective
100722015-20161160,10072,3.0,2015-2016,1160,compulsory
100722015-20161297,10072,3.0,2015-2016,1297,compulsory-elective
100722015-20161294,10072,3.0,2015-2016,1294,compulsory-elective
100722015-20161279,10072,3.0,2015-2016,1279,compulsory-elective
100722015-20161272,10072,3.0,2015-2016,1272,elective
100722015-20161206,10072,3.0,2015-2016,1206,elective
100722015-20161194,10072,3.0,2015-2016,1194,elective
100722015-20161135,10072,3.0,2015-2016,1135,elective
100722015-20161092,10072,3.0,2015-2016,1092,elective
100722016-20171233,10072,3.0,2016-2017,1233,compulsory
100722016-20171242,10072,3.0,2016-2017,1242,compulsory-elective
100722016-20171082,10072,3.0,2016-2017,1082,compulsory-elective
100722016-20171252,10072,3.0,2016-2017,1252,elective
100722016-20171224,10072,3.0,2016-2017,1224,elective
100722016-20171104,10072,3.0,2016-2017,1104,elective
100722016-20171098,10072,3.0,2016-2017,1098,elective
100722016-20171087,10072,3.0,2016-2017,1087,elective
100722016-20171042,10072,3.0,2016-2017,1042,elective
100722017-20181026,10072,3.0,2017-2018,1026,compulsory
100722017-20181209,10072,3.0,2017-2018,1209,compulsory-elective
100722017-20181201,10072,3.0,2017-2018,1201,compulsory-elective
100722017-20181014,10072,3.0,2017-2018,1014,compulsory-elective
100722017-20181266,10072,3.0,2017-2018,1266,elective
100722017-20181103,10072,3.0,2017-2018,1103,elective
100722017-20181073,10072,3.0,2017-2018,1073,elective
